sessionId,clientId,visitorId,visit_start_time,product_price,product_quantity,product_revenue,product_refund_amount,traffic_channel,traffic_source,promotion,transaction_id,event_id,productSKU,itemQuantity,itemRevenue,currencyCode,event_ts,event_category,event_action,event_value,event_name,page_name,device_category,browser,ip_address,mac_address,client_type
S27022023-000007,11899,1189929581,27:02:2023 11:08:02,,,,0,Direct,Company Site,,S11032023-000006,0,,,,,27:02:2023 11:08:02,Ecommerce,Conversion,0,click,home_page,Mobile,Chrome,127.0.0.1,,Returning Customer
S27022023-000007,11899,1189935085,27:02:2023 11:08:02,,,,0,Direct,Company Site,,S11032023-000006,1,,,,,27:02:2023 11:08:24,Ecommerce,Conversion,0,product_click,product_list,Mobile,Chrome,127.0.0.1,,Returning Customer
S27022023-000007,11899,1189923351,27:02:2023 11:08:02,7.22,,,0,Direct,Company Site,,S11032023-000006,2,SKU0021073,,,,27:02:2023 11:09:26,Ecommerce,Conversion,0,product_select,product_detail,Mobile,Chrome,127.0.0.1,,Returning Customer
S27022023-000007,11899,1189931956,27:02:2023 11:08:02,125.51,,,0,Direct,Company Site,,S11032023-000006,2,SKU0017442,,,,27:02:2023 11:09:26,Ecommerce,Conversion,0,product_select,product_detail,Mobile,Chrome,127.0.0.1,,Returning Customer
S27022023-000007,11899,1189927885,27:02:2023 11:08:02,189.39,,,0,Direct,Company Site,,S11032023-000006,2,SKU0025656,,,,27:02:2023 11:09:26,Ecommerce,Conversion,0,product_select,product_detail,Mobile,Chrome,127.0.0.1,,Returning Customer
S27022023-000007,11899,1189928497,27:02:2023 11:08:02,7.22,5,,0,Direct,Company Site,,S11032023-000006,3,SKU0021073,5,,,27:02:2023 11:10:28,Ecommerce,Conversion,0,product_add,shopping_cart,Mobile,Chrome,127.0.0.1,,Returning Customer
S27022023-000007,11899,1189927319,27:02:2023 11:08:02,125.51,5,,0,Direct,Company Site,,S11032023-000006,3,SKU0017442,5,,,27:02:2023 11:10:28,Ecommerce,Conversion,0,product_add,shopping_cart,Mobile,Chrome,127.0.0.1,,Returning Customer
S27022023-000007,11899,1189922392,27:02:2023 11:08:02,189.39,3,,0,Direct,Company Site,,S11032023-000006,3,SKU0025656,3,,,27:02:2023 11:10:28,Ecommerce,Conversion,0,product_add,shopping_cart,Mobile,Chrome,127.0.0.1,,Returning Customer
S27022023-000007,11899,1189925864,27:02:2023 11:08:02,7.22,5,36.1,0,Direct,Company Site,,S11032023-000006,4,SKU0021073,5,36.1,USD,27:02:2023 11:11:31,Ecommerce,Conversion,0,payment_entry,payment_screen,Mobile,Chrome,127.0.0.1,,Returning Customer
S27022023-000007,11899,1189935028,27:02:2023 11:08:02,125.51,5,627.55,0,Direct,Company Site,,S11032023-000006,4,SKU0017442,5,627.55,USD,27:02:2023 11:11:31,Ecommerce,Conversion,0,payment_entry,payment_screen,Mobile,Chrome,127.0.0.1,,Returning Customer
S27022023-000007,11899,1189928921,27:02:2023 11:08:02,189.39,3,568.17,0,Direct,Company Site,,S11032023-000006,4,SKU0025656,3,568.17,USD,27:02:2023 11:11:31,Ecommerce,Conversion,0,payment_entry,payment_screen,Mobile,Chrome,127.0.0.1,,Returning Customer
S27022023-000007,11899,1189925741,27:02:2023 11:08:02,7.22,5,36.1,0,Direct,Company Site,,S27022023-000007,5,SKU0021073,5,36.1,USD,27:02:2023 11:12:30,Ecommerce,Conversion,1231.82,verify_order,order_success,Mobile,Chrome,127.0.0.1,,Returning Customer
S27022023-000007,11899,1189921870,27:02:2023 11:08:02,125.51,5,627.55,0,Direct,Company Site,,S27022023-000007,5,SKU0017442,5,627.55,USD,27:02:2023 11:12:30,Ecommerce,Conversion,1231.82,verify_order,order_success,Mobile,Chrome,127.0.0.1,,Returning Customer
S27022023-000007,11899,1189937129,27:02:2023 11:08:02,189.39,3,568.17,0,Direct,Company Site,,S27022023-000007,5,SKU0025656,3,568.17,USD,27:02:2023 11:12:30,Ecommerce,Conversion,1231.82,verify_order,order_success,Mobile,Chrome,127.0.0.1,,Returning Customer
S17032023-000008,11899,1189932647,17:03:2023 10:51:09,,,,0,Direct,Company Site,,S27022023-000007,0,,,,,17:03:2023 10:51:09,Ecommerce,Conversion,0,click,home_page,Desktop,Firefox,127.0.0.1,,Returning Customer
