city_id,zip_code,city_name,county_name,state_code,state_name
CITY8376,32795,Lake mary,Seminole County,FL,Florida
CITY8377,32707,Casselberry,Seminole County,FL,Florida
CITY8378,32792,Winter park,Seminole County,FL,Florida
CITY8379,32762,Oviedo,Seminole County,FL,Florida
CITY8380,32772,Sanford,Seminole County,FL,Florida
CITY8381,32746,Lake mary,Seminole County,FL,Florida
CITY8382,32750,Longwood,Seminole County,FL,Florida
CITY8383,32771,Sanford,Seminole County,FL,Florida
CITY8384,32730,Casselberry,Seminole County,FL,Florida
CITY8385,32718,Casselberry,Seminole County,FL,Florida
CITY8386,32703,Apopka,Seminole County,FL,Florida
CITY8387,32715,Altamonte springs,Seminole County,FL,Florida
CITY8388,32751,Maitland,Seminole County,FL,Florida
CITY8389,32766,Oviedo,Seminole County,FL,Florida
CITY8390,32791,Longwood,Seminole County,FL,Florida
CITY8391,32799,Mid florida,Seminole County,FL,Florida
CITY8392,32732,Geneva,Seminole County,FL,Florida
CITY8393,32747,Lake monroe,Seminole County,FL,Florida
CITY8394,34731,Fruitland park,Sumter County,FL,Florida
CITY8395,33597,Webster,Sumter County,FL,Florida
CITY8396,34491,Summerfield,Sumter County,FL,Florida
CITY8397,32163,The villages,Sumter County,FL,Florida
CITY8398,33513,Bushnell,Sumter County,FL,Florida
CITY8399,32159,Lady lake,Sumter County,FL,Florida
CITY8400,33514,Center hill,Sumter County,FL,Florida
CITY8401,33538,Lake panasoffkee,Sumter County,FL,Florida
CITY8402,34785,Wildwood,Sumter County,FL,Florida
CITY8403,33585,Sumterville,Sumter County,FL,Florida
CITY8404,34484,Oxford,Sumter County,FL,Florida
CITY8405,32162,The villages,Sumter County,FL,Florida
CITY8406,33521,Coleman,Sumter County,FL,Florida
CITY8407,32038,Fort white,Suwannee County,FL,Florida
CITY8408,32008,Branford,Suwannee County,FL,Florida
CITY8409,32062,Mc alpin,Suwannee County,FL,Florida
CITY8410,32060,Live oak,Suwannee County,FL,Florida
CITY8411,32071,O brien,Suwannee County,FL,Florida
CITY8412,32096,White springs,Suwannee County,FL,Florida
CITY8413,32064,Live oak,Suwannee County,FL,Florida
CITY8414,32024,Lake city,Suwannee County,FL,Florida
CITY8415,32055,Lake city,Suwannee County,FL,Florida
CITY8416,32094,Wellborn,Suwannee County,FL,Florida
CITY8417,32357,Shady grove,Taylor County,FL,Florida
CITY8418,32331,Greenville,Taylor County,FL,Florida
CITY8419,32356,Salem,Taylor County,FL,Florida
CITY8420,32336,Lamont,Taylor County,FL,Florida
CITY8421,32348,Perry,Taylor County,FL,Florida
CITY8422,32359,Steinhatchee,Taylor County,FL,Florida
CITY8423,32347,Perry,Taylor County,FL,Florida
CITY8424,32058,Lawtey,Union County,FL,Florida
CITY8425,32697,Worthington springs,Union County,FL,Florida
CITY8426,32083,Raiford,Union County,FL,Florida
CITY8427,32054,Lake butler,Union County,FL,Florida
CITY8428,32170,New smyrna beach,Volusia County,FL,Florida
CITY8429,32117,Daytona beach,Volusia County,FL,Florida
CITY8430,32119,Daytona beach,Volusia County,FL,Florida
CITY8431,32713,Debary,Volusia County,FL,Florida
CITY8432,32180,Pierson,Volusia County,FL,Florida
CITY8433,32126,Daytona beach,Volusia County,FL,Florida
CITY8434,32759,Oak hill,Volusia County,FL,Florida
CITY8435,32130,De leon springs,Volusia County,FL,Florida
CITY8436,32121,Daytona beach,Volusia County,FL,Florida
CITY8437,32122,Daytona beach,Volusia County,FL,Florida
CITY8438,32127,Port orange,Volusia County,FL,Florida
CITY8439,32118,Daytona beach,Volusia County,FL,Florida
CITY8440,32724,Deland,Volusia County,FL,Florida
CITY8441,32114,Daytona beach,Volusia County,FL,Florida
CITY8442,32141,Edgewater,Volusia County,FL,Florida
CITY8443,32169,New smyrna beach,Volusia County,FL,Florida
CITY8444,32128,Port orange,Volusia County,FL,Florida
CITY8445,32753,Debary,Volusia County,FL,Florida
CITY8446,32175,Ormond beach,Volusia County,FL,Florida
CITY8447,32723,Deland,Volusia County,FL,Florida
CITY8448,32706,Cassadaga,Volusia County,FL,Florida
CITY8449,32124,Daytona beach,Volusia County,FL,Florida
CITY8450,32173,Ormond beach,Volusia County,FL,Florida
CITY8451,32105,Barberville,Volusia County,FL,Florida
CITY8452,32136,Flagler beach,Volusia County,FL,Florida
CITY8453,32764,Osteen,Volusia County,FL,Florida
CITY8454,32721,Deland,Volusia County,FL,Florida
CITY8455,32174,Ormond beach,Volusia County,FL,Florida
CITY8456,32176,Ormond beach,Volusia County,FL,Florida
CITY8457,32132,Edgewater,Volusia County,FL,Florida
CITY8458,32754,Mims,Volusia County,FL,Florida
CITY8459,32115,Daytona beach,Volusia County,FL,Florida
CITY8460,32102,Astor,Volusia County,FL,Florida
CITY8461,32728,Deltona,Volusia County,FL,Florida
CITY8462,32168,New smyrna beach,Volusia County,FL,Florida
CITY8463,32190,Seville,Volusia County,FL,Florida
CITY8464,32763,Orange city,Volusia County,FL,Florida
CITY8465,32738,Deltona,Volusia County,FL,Florida
CITY8466,32774,Orange city,Volusia County,FL,Florida
CITY8467,32120,Daytona beach,Volusia County,FL,Florida
CITY8468,32125,Daytona beach,Volusia County,FL,Florida
CITY8469,32198,Daytona beach,Volusia County,FL,Florida
CITY8470,32129,Port orange,Volusia County,FL,Florida
CITY8471,32720,Deland,Volusia County,FL,Florida
CITY8472,32725,Deltona,Volusia County,FL,Florida
CITY8473,32732,Geneva,Volusia County,FL,Florida
CITY8474,32744,Lake helen,Volusia County,FL,Florida
CITY8475,32112,Crescent city,Volusia County,FL,Florida
CITY8476,32739,Deltona,Volusia County,FL,Florida
CITY8477,32326,Crawfordville,Wakulla County,FL,Florida
CITY8478,32358,Sopchoppy,Wakulla County,FL,Florida
CITY8479,32327,Crawfordville,Wakulla County,FL,Florida
CITY8480,32346,Panacea,Wakulla County,FL,Florida
CITY8481,32355,Saint marks,Wakulla County,FL,Florida
CITY8482,32455,Ponce de leon,Walton County,FL,Florida
CITY8483,32539,Crestview,Walton County,FL,Florida
CITY8484,32578,Niceville,Walton County,FL,Florida
CITY8485,32459,Santa rosa beach,Walton County,FL,Florida
CITY8486,32538,Paxton,Walton County,FL,Florida
CITY8487,32461,Inlet beach,Walton County,FL,Florida
CITY8488,32464,Westville,Walton County,FL,Florida
CITY8489,32462,Vernon,Walton County,FL,Florida
CITY8490,32407,Panama city beach,Walton County,FL,Florida
CITY8491,32435,Defuniak springs,Walton County,FL,Florida
CITY8492,32433,Defuniak springs,Walton County,FL,Florida
CITY8493,32550,Miramar beach,Walton County,FL,Florida
CITY8494,32422,Argyle,Walton County,FL,Florida
CITY8495,32439,Freeport,Walton County,FL,Florida
CITY8496,32567,Laurel hill,Walton County,FL,Florida
CITY8497,32428,Chipley,Washington County,FL,Florida
CITY8498,32420,Alford,Washington County,FL,Florida
CITY8499,32437,Ebro,Washington County,FL,Florida
CITY8500,32438,Fountain,Washington County,FL,Florida
CITY8501,32431,Cottondale,Washington County,FL,Florida
CITY8502,32427,Caryville,Washington County,FL,Florida
CITY8503,32462,Vernon,Washington County,FL,Florida
CITY8504,32425,Bonifay,Washington County,FL,Florida
CITY8505,32466,Youngstown,Washington County,FL,Florida
CITY8506,32463,Wausau,Washington County,FL,Florida
CITY8507,31557,Patterson,Appling County,GA,Georgia
CITY8508,31513,Baxley,Appling County,GA,Georgia
CITY8509,31518,Bristol,Appling County,GA,Georgia
CITY8510,31539,Hazlehurst,Appling County,GA,Georgia
CITY8511,31560,Screven,Appling County,GA,Georgia
CITY8512,31563,Surrency,Appling County,GA,Georgia
CITY8513,31555,Odum,Appling County,GA,Georgia
CITY8514,30233,Jackson,Appling County,GA,Georgia
CITY8515,31510,Alma,Appling County,GA,Georgia
CITY8516,31552,Millwood,Atkinson County,GA,Georgia
CITY8517,31624,Axson,Atkinson County,GA,Georgia
CITY8518,31642,Pearson,Atkinson County,GA,Georgia
CITY8519,31650,Willacoochee,Atkinson County,GA,Georgia
CITY8520,31635,Lakeland,Atkinson County,GA,Georgia
CITY8521,31551,Mershon,Bacon County,GA,Georgia
CITY8522,31513,Baxley,Bacon County,GA,Georgia
CITY8523,31518,Bristol,Bacon County,GA,Georgia
CITY8524,31554,Nicholls,Bacon County,GA,Georgia
CITY8525,31510,Alma,Bacon County,GA,Georgia
CITY8526,39841,Damascus,Baker County,GA,Georgia
CITY8527,31721,Albany,Baker County,GA,Georgia
CITY8528,39862,Leary,Baker County,GA,Georgia
CITY8529,39870,Newton,Baker County,GA,Georgia
CITY8530,39813,Arlington,Baker County,GA,Georgia
CITY8531,39837,Colquitt,Baker County,GA,Georgia
CITY8532,31033,Haddock,Baldwin County,GA,Georgia
CITY8533,31031,Gordon,Baldwin County,GA,Georgia
CITY8534,31059,Milledgeville,Baldwin County,GA,Georgia
CITY8535,31062,Milledgeville,Baldwin County,GA,Georgia
CITY8536,31034,Hardwick,Baldwin County,GA,Georgia
CITY8537,31061,Milledgeville,Baldwin County,GA,Georgia
CITY8538,31082,Sandersville,Baldwin County,GA,Georgia
CITY8539,31087,Sparta,Baldwin County,GA,Georgia
CITY8540,30511,Baldwin,Banks County,GA,Georgia
CITY8541,30510,Alto,Banks County,GA,Georgia
CITY8542,30529,Commerce,Banks County,GA,Georgia
CITY8543,30558,Maysville,Banks County,GA,Georgia
CITY8544,30633,Danielsville,Banks County,GA,Georgia
CITY8545,30543,Gillsville,Banks County,GA,Georgia
CITY8546,30521,Carnesville,Banks County,GA,Georgia
CITY8547,30547,Homer,Banks County,GA,Georgia
CITY8548,30577,Toccoa,Banks County,GA,Georgia
CITY8549,30530,Commerce,Banks County,GA,Georgia
CITY8550,30554,Lula,Banks County,GA,Georgia
CITY8551,30548,Hoschton,Barrow County,GA,Georgia
CITY8552,30620,Bethlehem,Barrow County,GA,Georgia
CITY8553,30011,Auburn,Barrow County,GA,Georgia
CITY8554,30622,Bogart,Barrow County,GA,Georgia
CITY8555,30656,Monroe,Barrow County,GA,Georgia
CITY8556,30517,Braselton,Barrow County,GA,Georgia
CITY8557,30680,Winder,Barrow County,GA,Georgia
CITY8558,30666,Statham,Barrow County,GA,Georgia
CITY8559,30123,Cassville,Bartow County,GA,Georgia
CITY8560,30137,Emerson,Bartow County,GA,Georgia
CITY8561,30178,Taylorsville,Bartow County,GA,Georgia
CITY8562,30171,Rydal,Bartow County,GA,Georgia
CITY8563,30102,Acworth,Bartow County,GA,Georgia
CITY8564,30103,Adairsville,Bartow County,GA,Georgia
CITY8565,30184,White,Bartow County,GA,Georgia
CITY8566,30101,Acworth,Bartow County,GA,Georgia
CITY8567,30104,Aragon,Bartow County,GA,Georgia
CITY8568,30139,Fairmount,Bartow County,GA,Georgia
CITY8569,30161,Rome,Bartow County,GA,Georgia
CITY8570,30145,Kingston,Bartow County,GA,Georgia
CITY8571,30183,Waleska,Bartow County,GA,Georgia
CITY8572,30120,Cartersville,Bartow County,GA,Georgia
CITY8573,30121,Cartersville,Bartow County,GA,Georgia
CITY8574,31001,Abbeville,Ben Hill County,GA,Georgia
CITY8575,31798,Wray,Ben Hill County,GA,Georgia
CITY8576,31079,Rochelle,Ben Hill County,GA,Georgia
CITY8577,31750,Fitzgerald,Ben Hill County,GA,Georgia
CITY8578,31783,Rebecca,Ben Hill County,GA,Georgia
CITY8579,31622,Alapaha,Berrien County,GA,Georgia
CITY8580,31774,Ocilla,Berrien County,GA,Georgia
CITY8581,31637,Lenox,Berrien County,GA,Georgia
CITY8582,31645,Ray city,Berrien County,GA,Georgia
CITY8583,31635,Lakeland,Berrien County,GA,Georgia
CITY8584,31639,Nashville,Berrien County,GA,Georgia
CITY8585,31749,Enigma,Berrien County,GA,Georgia
CITY8586,31794,Tifton,Berrien County,GA,Georgia
CITY8587,31211,Macon,Bibb County,GA,Georgia
CITY8588,31203,Macon,Bibb County,GA,Georgia
CITY8589,31213,Macon,Bibb County,GA,Georgia
CITY8590,31208,Macon,Bibb County,GA,Georgia
CITY8591,31201,Macon,Bibb County,GA,Georgia
CITY8592,31216,Macon,Bibb County,GA,Georgia
CITY8593,31220,Macon,Bibb County,GA,Georgia
CITY8594,31207,Macon,Bibb County,GA,Georgia
CITY8595,31206,Macon,Bibb County,GA,Georgia
CITY8596,31205,Macon,Bibb County,GA,Georgia
CITY8597,31209,Macon,Bibb County,GA,Georgia
CITY8598,31066,Musella,Bibb County,GA,Georgia
CITY8599,31204,Macon,Bibb County,GA,Georgia
CITY8600,31217,Macon,Bibb County,GA,Georgia
CITY8601,31020,Dry branch,Bibb County,GA,Georgia
CITY8602,31052,Lizella,Bibb County,GA,Georgia
CITY8603,31221,Macon,Bibb County,GA,Georgia
CITY8604,31295,Macon,Bibb County,GA,Georgia
CITY8605,31210,Macon,Bibb County,GA,Georgia
CITY8606,31036,Hawkinsville,Bleckley County,GA,Georgia
CITY8607,31022,Dudley,Bleckley County,GA,Georgia
CITY8608,31014,Cochran,Bleckley County,GA,Georgia
CITY8609,31012,Chester,Bleckley County,GA,Georgia
CITY8610,31017,Danville,Bleckley County,GA,Georgia
CITY8611,31065,Montrose,Bleckley County,GA,Georgia
CITY8612,31543,Hortense,Brantley County,GA,Georgia
CITY8613,31557,Patterson,Brantley County,GA,Georgia
CITY8614,31542,Hoboken,Brantley County,GA,Georgia
CITY8615,31537,Folkston,Brantley County,GA,Georgia
CITY8616,31565,Waverly,Brantley County,GA,Georgia
CITY8617,31503,Waycross,Brantley County,GA,Georgia
CITY8618,31566,Waynesville,Brantley County,GA,Georgia
CITY8619,31553,Nahunta,Brantley County,GA,Georgia
CITY8620,31625,Barney,Brooks County,GA,Georgia
CITY8621,31778,Pavo,Brooks County,GA,Georgia
CITY8622,31788,Moultrie,Brooks County,GA,Georgia
CITY8623,31638,Morven,Brooks County,GA,Georgia
CITY8624,31629,Dixie,Brooks County,GA,Georgia
CITY8625,31602,Valdosta,Brooks County,GA,Georgia
CITY8626,31643,Quitman,Brooks County,GA,Georgia
CITY8627,31626,Boston,Brooks County,GA,Georgia
CITY8628,31302,Bloomingdale,Bryan County,GA,Georgia
CITY8629,31308,Ellabell,Bryan County,GA,Georgia
CITY8630,31321,Pembroke,Bryan County,GA,Georgia
CITY8631,31324,Richmond hill,Bryan County,GA,Georgia
CITY8632,31308,Ellabell,Bulloch County,GA,Georgia
CITY8633,30460,Statesboro,Bulloch County,GA,Georgia
CITY8634,30450,Portal,Bulloch County,GA,Georgia
CITY8635,30452,Register,Bulloch County,GA,Georgia
CITY8636,31321,Pembroke,Bulloch County,GA,Georgia
CITY8637,30471,Twin city,Bulloch County,GA,Georgia
CITY8638,30417,Claxton,Bulloch County,GA,Georgia
CITY8639,30439,Metter,Bulloch County,GA,Georgia
CITY8640,30459,Statesboro,Bulloch County,GA,Georgia
CITY8641,30458,Statesboro,Bulloch County,GA,Georgia
CITY8642,30415,Brooklet,Bulloch County,GA,Georgia
CITY8643,30425,Garfield,Bulloch County,GA,Georgia
CITY8644,30461,Statesboro,Bulloch County,GA,Georgia
CITY8645,30426,Girard,Burke County,GA,Georgia
CITY8646,30442,Millen,Burke County,GA,Georgia
CITY8647,30815,Hephzibah,Burke County,GA,Georgia
CITY8648,30434,Louisville,Burke County,GA,Georgia
CITY8649,30456,Sardis,Burke County,GA,Georgia
CITY8650,30805,Blythe,Burke County,GA,Georgia
CITY8651,30830,Waynesboro,Burke County,GA,Georgia
CITY8652,30441,Midville,Burke County,GA,Georgia
CITY8653,30816,Keysville,Burke County,GA,Georgia
CITY8654,30223,Griffin,Butts County,GA,Georgia
CITY8655,30234,Jenkinsburg,Butts County,GA,Georgia
CITY8656,30224,Griffin,Butts County,GA,Georgia
CITY8657,31029,Forsyth,Butts County,GA,Georgia
CITY8658,30216,Flovilla,Butts County,GA,Georgia
CITY8659,30248,Locust grove,Butts County,GA,Georgia
CITY8660,30233,Jackson,Butts County,GA,Georgia
CITY8661,39840,Cuthbert,Calhoun County,GA,Georgia
CITY8662,39866,Morgan,Calhoun County,GA,Georgia
CITY8663,39842,Dawson,Calhoun County,GA,Georgia
CITY8664,39846,Edison,Calhoun County,GA,Georgia
CITY8665,39862,Leary,Calhoun County,GA,Georgia
CITY8666,39886,Shellman,Calhoun County,GA,Georgia
CITY8667,39813,Arlington,Calhoun County,GA,Georgia
CITY8668,31548,Kingsland,Camden County,GA,Georgia
CITY8669,31568,White oak,Camden County,GA,Georgia
CITY8670,31537,Folkston,Camden County,GA,Georgia
CITY8671,31569,Woodbine,Camden County,GA,Georgia
CITY8672,31565,Waverly,Camden County,GA,Georgia
CITY8673,31558,Saint marys,Camden County,GA,Georgia
CITY8674,31566,Waynesville,Camden County,GA,Georgia
CITY8675,31547,Kings bay,Camden County,GA,Georgia
CITY8676,30420,Cobbtown,Candler County,GA,Georgia
CITY8677,30452,Register,Candler County,GA,Georgia
CITY8678,30471,Twin city,Candler County,GA,Georgia
CITY8679,30439,Metter,Candler County,GA,Georgia
CITY8680,30451,Pulaski,Candler County,GA,Georgia
CITY8681,30179,Temple,Carroll County,GA,Georgia
CITY8682,30185,Whitesburg,Carroll County,GA,Georgia
CITY8683,30108,Bowdon,Carroll County,GA,Georgia
CITY8684,30118,Carrollton,Carroll County,GA,Georgia
CITY8685,30187,Winston,Carroll County,GA,Georgia
CITY8686,30150,Mount zion,Carroll County,GA,Georgia
CITY8687,30112,Carrollton,Carroll County,GA,Georgia
CITY8688,30180,Villa rica,Carroll County,GA,Georgia
CITY8689,30109,Bowdon junction,Carroll County,GA,Georgia
CITY8690,30110,Bremen,Carroll County,GA,Georgia
CITY8691,30116,Carrollton,Carroll County,GA,Georgia
CITY8692,30170,Roopville,Carroll County,GA,Georgia
CITY8693,30119,Carrollton,Carroll County,GA,Georgia
CITY8694,30117,Carrollton,Carroll County,GA,Georgia
CITY8695,30182,Waco,Carroll County,GA,Georgia
CITY8696,30707,Chickamauga,Catoosa County,GA,Georgia
CITY8697,30741,Rossville,Catoosa County,GA,Georgia
CITY8698,30736,Ringgold,Catoosa County,GA,Georgia
CITY8699,30710,Cohutta,Catoosa County,GA,Georgia
CITY8700,30742,Fort oglethorpe,Catoosa County,GA,Georgia
CITY8701,30755,Tunnel hill,Catoosa County,GA,Georgia
CITY8702,30739,Rock spring,Catoosa County,GA,Georgia
CITY8703,30726,Graysville,Catoosa County,GA,Georgia
CITY8704,31537,Folkston,Charlton County,GA,Georgia
CITY8705,31631,Fargo,Charlton County,GA,Georgia
CITY8706,31562,Saint george,Charlton County,GA,Georgia
CITY8707,31553,Nahunta,Charlton County,GA,Georgia
CITY8708,31302,Bloomingdale,Chatham County,GA,Georgia
CITY8709,31408,Savannah,Chatham County,GA,Georgia
CITY8710,31411,Savannah,Chatham County,GA,Georgia
CITY8711,31410,Savannah,Chatham County,GA,Georgia
CITY8712,31420,Savannah,Chatham County,GA,Georgia
CITY8713,31312,Guyton,Chatham County,GA,Georgia
CITY8714,31322,Pooler,Chatham County,GA,Georgia
CITY8715,31328,Tybee island,Chatham County,GA,Georgia
CITY8716,31415,Savannah,Chatham County,GA,Georgia
CITY8717,31414,Savannah,Chatham County,GA,Georgia
CITY8718,31403,Savannah,Chatham County,GA,Georgia
CITY8719,31401,Savannah,Chatham County,GA,Georgia
CITY8720,31404,Savannah,Chatham County,GA,Georgia
CITY8721,31407,Port wentworth,Chatham County,GA,Georgia
CITY8722,31405,Savannah,Chatham County,GA,Georgia
CITY8723,31416,Savannah,Chatham County,GA,Georgia
CITY8724,31409,Savannah,Chatham County,GA,Georgia
CITY8725,31418,Savannah,Chatham County,GA,Georgia
CITY8726,31402,Savannah,Chatham County,GA,Georgia
CITY8727,31406,Savannah,Chatham County,GA,Georgia
CITY8728,31419,Savannah,Chatham County,GA,Georgia
CITY8729,31421,Savannah,Chatham County,GA,Georgia
CITY8730,31412,Savannah,Chatham County,GA,Georgia
CITY8731,31905,Fort benning,Chattahoochee County,GA,Georgia
CITY8732,31805,Cusseta,Chattahoochee County,GA,Georgia
CITY8733,31995,Fort benning,Chattahoochee County,GA,Georgia
CITY8734,30105,Armuchee,Chattooga County,GA,Georgia
CITY8735,30165,Rome,Chattooga County,GA,Georgia
CITY8736,30730,Lyerly,Chattooga County,GA,Georgia
CITY8737,30731,Menlo,Chattooga County,GA,Georgia
CITY8738,30753,Trion,Chattooga County,GA,Georgia
CITY8739,30747,Summerville,Chattooga County,GA,Georgia
CITY8740,30534,Dawsonville,Cherokee County,GA,Georgia
CITY8741,30107,Ball ground,Cherokee County,GA,Georgia
CITY8742,30188,Woodstock,Cherokee County,GA,Georgia
CITY8743,30075,Roswell,Cherokee County,GA,Georgia
CITY8744,30102,Acworth,Cherokee County,GA,Georgia
CITY8745,30184,White,Cherokee County,GA,Georgia
CITY8746,30101,Acworth,Cherokee County,GA,Georgia
CITY8747,30169,Canton,Cherokee County,GA,Georgia
CITY8748,30151,Nelson,Cherokee County,GA,Georgia
CITY8749,30028,Cumming,Cherokee County,GA,Georgia
CITY8750,30114,Canton,Cherokee County,GA,Georgia
CITY8751,30139,Fairmount,Cherokee County,GA,Georgia
CITY8752,30189,Woodstock,Cherokee County,GA,Georgia
CITY8753,30115,Canton,Cherokee County,GA,Georgia
CITY8754,30183,Waleska,Cherokee County,GA,Georgia
CITY8755,30142,Holly springs,Cherokee County,GA,Georgia
CITY8756,30040,Cumming,Cherokee County,GA,Georgia
CITY8757,30066,Marietta,Cherokee County,GA,Georgia
CITY8758,30143,Jasper,Cherokee County,GA,Georgia
CITY8759,30004,Alpharetta,Cherokee County,GA,Georgia
CITY8760,30146,Lebanon,Cherokee County,GA,Georgia
CITY8761,30604,Athens,Clarke County,GA,Georgia
CITY8762,30603,Athens,Clarke County,GA,Georgia
CITY8763,30607,Athens,Clarke County,GA,Georgia
CITY8764,30683,Winterville,Clarke County,GA,Georgia
CITY8765,30605,Athens,Clarke County,GA,Georgia
CITY8766,30606,Athens,Clarke County,GA,Georgia
CITY8767,30622,Bogart,Clarke County,GA,Georgia
CITY8768,30602,Athens,Clarke County,GA,Georgia
CITY8769,30608,Athens,Clarke County,GA,Georgia
CITY8770,30601,Athens,Clarke County,GA,Georgia
CITY8771,30646,Hull,Clarke County,GA,Georgia
CITY8772,30609,Athens,Clarke County,GA,Georgia
CITY8773,39854,Georgetown,Clay County,GA,Georgia
CITY8774,39867,Morris,Clay County,GA,Georgia
CITY8775,39846,Edison,Clay County,GA,Georgia
CITY8776,39824,Bluffton,Clay County,GA,Georgia
CITY8777,39823,Blakely,Clay County,GA,Georgia
CITY8778,39836,Coleman,Clay County,GA,Georgia
CITY8779,39851,Fort gaines,Clay County,GA,Georgia
CITY8780,30236,Jonesboro,Clayton County,GA,Georgia
CITY8781,30296,Riverdale,Clayton County,GA,Georgia
CITY8782,30250,Lovejoy,Clayton County,GA,Georgia
CITY8783,30273,Rex,Clayton County,GA,Georgia
CITY8784,30354,Atlanta,Clayton County,GA,Georgia
CITY8785,30228,Hampton,Clayton County,GA,Georgia
CITY8786,30274,Riverdale,Clayton County,GA,Georgia
CITY8787,30294,Ellenwood,Clayton County,GA,Georgia
CITY8788,30298,Forest park,Clayton County,GA,Georgia
CITY8789,30337,Atlanta,Clayton County,GA,Georgia
CITY8790,30344,Atlanta,Clayton County,GA,Georgia
CITY8791,30238,Jonesboro,Clayton County,GA,Georgia
CITY8792,30288,Conley,Clayton County,GA,Georgia
CITY8793,30215,Fayetteville,Clayton County,GA,Georgia
CITY8794,30260,Morrow,Clayton County,GA,Georgia
CITY8795,30281,Stockbridge,Clayton County,GA,Georgia
CITY8796,30297,Forest park,Clayton County,GA,Georgia
CITY8797,30320,Atlanta,Clayton County,GA,Georgia
CITY8798,30287,Morrow,Clayton County,GA,Georgia
CITY8799,30349,Atlanta,Clayton County,GA,Georgia
CITY8800,30237,Jonesboro,Clayton County,GA,Georgia
CITY8801,31642,Pearson,Clinch County,GA,Georgia
CITY8802,31631,Fargo,Clinch County,GA,Georgia
CITY8803,31634,Homerville,Clinch County,GA,Georgia
CITY8804,31623,Argyle,Clinch County,GA,Georgia
CITY8805,31635,Lakeland,Clinch County,GA,Georgia
CITY8806,31630,Du pont,Clinch County,GA,Georgia
CITY8807,31649,Stockton,Clinch County,GA,Georgia
CITY8808,30068,Marietta,Cobb County,GA,Georgia
CITY8809,30144,Kennesaw,Cobb County,GA,Georgia
CITY8810,30157,Dallas,Cobb County,GA,Georgia
CITY8811,30339,Atlanta,Cobb County,GA,Georgia
CITY8812,30069,Marietta,Cobb County,GA,Georgia
CITY8813,30127,Powder springs,Cobb County,GA,Georgia
CITY8814,30152,Kennesaw,Cobb County,GA,Georgia
CITY8815,30188,Woodstock,Cobb County,GA,Georgia
CITY8816,30065,Marietta,Cobb County,GA,Georgia
CITY8817,30075,Roswell,Cobb County,GA,Georgia
CITY8818,30102,Acworth,Cobb County,GA,Georgia
CITY8819,30007,Marietta,Cobb County,GA,Georgia
CITY8820,30008,Marietta,Cobb County,GA,Georgia
CITY8821,30101,Acworth,Cobb County,GA,Georgia
CITY8822,30168,Austell,Cobb County,GA,Georgia
CITY8823,30081,Smyrna,Cobb County,GA,Georgia
CITY8824,30090,Marietta,Cobb County,GA,Georgia
CITY8825,30061,Marietta,Cobb County,GA,Georgia
CITY8826,30080,Smyrna,Cobb County,GA,Georgia
CITY8827,30063,Marietta,Cobb County,GA,Georgia
CITY8828,30060,Marietta,Cobb County,GA,Georgia
CITY8829,30062,Marietta,Cobb County,GA,Georgia
CITY8830,30082,Smyrna,Cobb County,GA,Georgia
CITY8831,30122,Lithia springs,Cobb County,GA,Georgia
CITY8832,30126,Mableton,Cobb County,GA,Georgia
CITY8833,30160,Kennesaw,Cobb County,GA,Georgia
CITY8834,30066,Marietta,Cobb County,GA,Georgia
CITY8835,30067,Marietta,Cobb County,GA,Georgia
CITY8836,31139,Atlanta,Cobb County,GA,Georgia
CITY8837,30006,Marietta,Cobb County,GA,Georgia
CITY8838,30064,Marietta,Cobb County,GA,Georgia
CITY8839,30106,Austell,Cobb County,GA,Georgia
CITY8840,30141,Hiram,Cobb County,GA,Georgia
CITY8841,30111,Clarkdale,Cobb County,GA,Georgia
CITY8842,30156,Kennesaw,Cobb County,GA,Georgia
CITY8843,31532,Denton,Coffee County,GA,Georgia
CITY8844,31552,Millwood,Coffee County,GA,Georgia
CITY8845,31624,Axson,Coffee County,GA,Georgia
CITY8846,31642,Pearson,Coffee County,GA,Georgia
CITY8847,31650,Willacoochee,Coffee County,GA,Georgia
CITY8848,31519,Broxton,Coffee County,GA,Georgia
CITY8849,31533,Douglas,Coffee County,GA,Georgia
CITY8850,31535,Douglas,Coffee County,GA,Georgia
CITY8851,31567,West green,Coffee County,GA,Georgia
CITY8852,31798,Wray,Coffee County,GA,Georgia
CITY8853,31534,Douglas,Coffee County,GA,Georgia
CITY8854,31554,Nicholls,Coffee County,GA,Georgia
CITY8855,31512,Ambrose,Coffee County,GA,Georgia
CITY8856,31738,Coolidge,Colquitt County,GA,Georgia
CITY8857,31744,Doerun,Colquitt County,GA,Georgia
CITY8858,31775,Omega,Colquitt County,GA,Georgia
CITY8859,31778,Pavo,Colquitt County,GA,Georgia
CITY8860,31773,Ochlocknee,Colquitt County,GA,Georgia
CITY8861,31776,Moultrie,Colquitt County,GA,Georgia
CITY8862,31722,Berlin,Colquitt County,GA,Georgia
CITY8863,31788,Moultrie,Colquitt County,GA,Georgia
CITY8864,31784,Sale city,Colquitt County,GA,Georgia
CITY8865,31765,Meigs,Colquitt County,GA,Georgia
CITY8866,31768,Moultrie,Colquitt County,GA,Georgia
CITY8867,31753,Funston,Colquitt County,GA,Georgia
CITY8868,31789,Sumner,Colquitt County,GA,Georgia
CITY8869,31637,Lenox,Colquitt County,GA,Georgia
CITY8870,31771,Norman park,Colquitt County,GA,Georgia
